192.168.3.1:<13>date=2016-02-21 time=20:05:23 devname=sjc-r1-fw01 devid=FGT90D3Z13006177 logid=0001000014 type=traffic subtype=local level=notice vd=root srcip=85.243.247.32 srcport=3235 srcintf=wan1 dstip=64.71.8.195 dstport=1 dstintf=root sessionid=15255110 status=deny policyid=0 dstcountry=Reserved srccountry=Portugal trandisp=noop service=SMB proto=6 app=SMB duration=0 sentbyte=0 rcvdbyte=0
192.168.3.1:<13>date=2016-02-21 time=20:05:23 devname=sjc-r1-fw01 devid=FGT90D3Z13006177 logid=0001000014 type=traffic subtype=local level=notice vd=root srcip=85.243.247.32 srcport=3235 srcintf=wan1 dstip=64.71.8.195 dstport=2 dstintf=root sessionid=15255110 status=deny policyid=0 dstcountry=Reserved srccountry=Portugal trandisp=noop service=SMB proto=6 app=SMB duration=0 sentbyte=0 rcvdbyte=0
192.168.3.1:<13>date=2016-02-21 time=20:05:23 devname=sjc-r1-fw01 devid=FGT90D3Z13006177 logid=0001000014 type=traffic subtype=local level=notice vd=root srcip=85.243.247.32 srcport=3235 srcintf=wan1 dstip=64.71.8.195 dstport=3 dstintf=root sessionid=15255110 status=deny policyid=0 dstcountry=Reserved srccountry=Portugal trandisp=noop service=SMB proto=6 app=SMB duration=0 sentbyte=0 rcvdbyte=0
192.168.3.1:<13>date=2016-02-21 time=20:05:23 devname=sjc-r1-fw01 devid=FGT90D3Z13006177 logid=0001000014 type=traffic subtype=local level=notice vd=root srcip=85.243.247.32 srcport=3235 srcintf=wan1 dstip=64.71.8.195 dstport=4 dstintf=root sessionid=15255110 status=deny policyid=0 dstcountry=Reserved srccountry=Portugal trandisp=noop service=SMB proto=6 app=SMB duration=0 sentbyte=0 rcvdbyte=0
192.168.3.1:<13>date=2016-02-21 time=20:05:23 devname=sjc-r1-fw01 devid=FGT90D3Z13006177 logid=0001000014 type=traffic subtype=local level=notice vd=root srcip=85.243.247.32 srcport=3235 srcintf=wan1 dstip=64.71.8.195 dstport=5 dstintf=root sessionid=15255110 status=deny policyid=0 dstcountry=Reserved srccountry=Portugal trandisp=noop service=SMB proto=6 app=SMB duration=0 sentbyte=0 rcvdbyte=0
192.168.3.1:<13>date=2016-02-21 time=20:05:23 devname=sjc-r1-fw01 devid=FGT90D3Z13006177 logid=0001000014 type=traffic subtype=local level=notice vd=root srcip=85.243.247.32 srcport=3235 srcintf=wan1 dstip=64.71.8.195 dstport=6 dstintf=root sessionid=15255110 status=deny policyid=0 dstcountry=Reserved srccountry=Portugal trandisp=noop service=SMB proto=6 app=SMB duration=0 sentbyte=0 rcvdbyte=0
192.168.3.1:<13>date=2016-02-21 time=20:05:23 devname=sjc-r1-fw01 devid=FGT90D3Z13006177 logid=0001000014 type=traffic subtype=local level=notice vd=root srcip=85.243.247.32 srcport=3235 srcintf=wan1 dstip=64.71.8.195 dstport=7 dstintf=root sessionid=15255110 status=deny policyid=0 dstcountry=Reserved srccountry=Portugal trandisp=noop service=SMB proto=6 app=SMB duration=0 sentbyte=0 rcvdbyte=0
192.168.3.1:<13>date=2016-02-21 time=20:05:23 devname=sjc-r1-fw01 devid=FGT90D3Z13006177 logid=0001000014 type=traffic subtype=local level=notice vd=root srcip=85.243.247.32 srcport=3235 srcintf=wan1 dstip=64.71.8.195 dstport=8 dstintf=root sessionid=15255110 status=deny policyid=0 dstcountry=Reserved srccountry=Portugal trandisp=noop service=SMB proto=6 app=SMB duration=0 sentbyte=0 rcvdbyte=0
192.168.3.1:<13>date=2016-02-21 time=20:05:23 devname=sjc-r1-fw01 devid=FGT90D3Z13006177 logid=0001000014 type=traffic subtype=local level=notice vd=root srcip=85.243.247.32 srcport=3235 srcintf=wan1 dstip=64.71.8.195 dstport=9 dstintf=root sessionid=15255110 status=deny policyid=0 dstcountry=Reserved srccountry=Portugal trandisp=noop service=SMB proto=6 app=SMB duration=0 sentbyte=0 rcvdbyte=0
192.168.3.1:<13>date=2016-02-21 time=20:05:23 devname=sjc-r1-fw01 devid=FGT90D3Z13006177 logid=0001000014 type=traffic subtype=local level=notice vd=root srcip=85.243.247.32 srcport=3235 srcintf=wan1 dstip=64.71.8.195 dstport=10 dstintf=root sessionid=15255110 status=deny policyid=0 dstcountry=Reserved srccountry=Portugal trandisp=noop service=SMB proto=6 app=SMB duration=0 sentbyte=0 rcvdbyte=0
192.168.3.1:<13>date=2016-02-21 time=20:05:23 devname=sjc-r1-fw01 devid=FGT90D3Z13006177 logid=0001000014 type=traffic subtype=local level=notice vd=root srcip=85.243.247.32 srcport=3235 srcintf=wan1 dstip=64.71.8.195 dstport=11 dstintf=root sessionid=15255110 status=deny policyid=0 dstcountry=Reserved srccountry=Portugal trandisp=noop service=SMB proto=6 app=SMB duration=0 sentbyte=0 rcvdbyte=0
192.168.3.1:<13>date=2016-02-21 time=20:05:23 devname=sjc-r1-fw01 devid=FGT90D3Z13006177 logid=0001000014 type=traffic subtype=local level=notice vd=root srcip=85.243.247.32 srcport=3235 srcintf=wan1 dstip=64.71.8.195 dstport=12 dstintf=root sessionid=15255110 status=deny policyid=0 dstcountry=Reserved srccountry=Portugal trandisp=noop service=SMB proto=6 app=SMB duration=0 sentbyte=0 rcvdbyte=0
192.168.3.1:<13>date=2016-02-21 time=20:05:23 devname=sjc-r1-fw01 devid=FGT90D3Z13006177 logid=0001000014 type=traffic subtype=local level=notice vd=root srcip=85.243.247.32 srcport=3235 srcintf=wan1 dstip=64.71.8.195 dstport=13 dstintf=root sessionid=15255110 status=deny policyid=0 dstcountry=Reserved srccountry=Portugal trandisp=noop service=SMB proto=6 app=SMB duration=0 sentbyte=0 rcvdbyte=0
192.168.3.1:<13>date=2016-02-21 time=20:05:23 devname=sjc-r1-fw01 devid=FGT90D3Z13006177 logid=0001000014 type=traffic subtype=local level=notice vd=root srcip=85.243.247.32 srcport=3235 srcintf=wan1 dstip=64.71.8.195 dstport=14 dstintf=root sessionid=15255110 status=deny policyid=0 dstcountry=Reserved srccountry=Portugal trandisp=noop service=SMB proto=6 app=SMB duration=0 sentbyte=0 rcvdbyte=0
192.168.3.1:<13>date=2016-02-21 time=20:05:23 devname=sjc-r1-fw01 devid=FGT90D3Z13006177 logid=0001000014 type=traffic subtype=local level=notice vd=root srcip=85.243.247.32 srcport=3235 srcintf=wan1 dstip=64.71.8.195 dstport=15 dstintf=root sessionid=15255110 status=deny policyid=0 dstcountry=Reserved srccountry=Portugal trandisp=noop service=SMB proto=6 app=SMB duration=0 sentbyte=0 rcvdbyte=0
192.168.3.1:<13>date=2016-02-21 time=20:05:23 devname=sjc-r1-fw01 devid=FGT90D3Z13006177 logid=0001000014 type=traffic subtype=local level=notice vd=root srcip=85.243.247.32 srcport=3235 srcintf=wan1 dstip=64.71.8.195 dstport=16 dstintf=root sessionid=15255110 status=deny policyid=0 dstcountry=Reserved srccountry=Portugal trandisp=noop service=SMB proto=6 app=SMB duration=0 sentbyte=0 rcvdbyte=0
192.168.3.1:<13>date=2016-02-21 time=20:05:23 devname=sjc-r1-fw01 devid=FGT90D3Z13006177 logid=0001000014 type=traffic subtype=local level=notice vd=root srcip=85.243.247.32 srcport=3235 srcintf=wan1 dstip=64.71.8.195 dstport=17 dstintf=root sessionid=15255110 status=deny policyid=0 dstcountry=Reserved srccountry=Portugal trandisp=noop service=SMB proto=6 app=SMB duration=0 sentbyte=0 rcvdbyte=0
192.168.3.1:<13>date=2016-02-21 time=20:05:23 devname=sjc-r1-fw01 devid=FGT90D3Z13006177 logid=0001000014 type=traffic subtype=local level=notice vd=root srcip=85.243.247.32 srcport=3235 srcintf=wan1 dstip=64.71.8.195 dstport=18 dstintf=root sessionid=15255110 status=deny policyid=0 dstcountry=Reserved srccountry=Portugal trandisp=noop service=SMB proto=6 app=SMB duration=0 sentbyte=0 rcvdbyte=0
192.168.3.1:<13>date=2016-02-21 time=20:05:23 devname=sjc-r1-fw01 devid=FGT90D3Z13006177 logid=0001000014 type=traffic subtype=local level=notice vd=root srcip=85.243.247.32 srcport=3235 srcintf=wan1 dstip=64.71.8.195 dstport=19 dstintf=root sessionid=15255110 status=deny policyid=0 dstcountry=Reserved srccountry=Portugal trandisp=noop service=SMB proto=6 app=SMB duration=0 sentbyte=0 rcvdbyte=0
192.168.3.1:<13>date=2016-02-21 time=20:05:23 devname=sjc-r1-fw01 devid=FGT90D3Z13006177 logid=0001000014 type=traffic subtype=local level=notice vd=root srcip=85.243.247.32 srcport=3235 srcintf=wan1 dstip=64.71.8.195 dstport=20 dstintf=root sessionid=15255110 status=deny policyid=0 dstcountry=Reserved srccountry=Portugal trandisp=noop service=SMB proto=6 app=SMB duration=0 sentbyte=0 rcvdbyte=0
192.168.3.1:<13>date=2016-02-21 time=20:05:23 devname=sjc-r1-fw01 devid=FGT90D3Z13006177 logid=0001000014 type=traffic subtype=local level=notice vd=root srcip=85.243.247.32 srcport=3235 srcintf=wan1 dstip=64.71.8.195 dstport=21 dstintf=root sessionid=15255110 status=deny policyid=0 dstcountry=Reserved srccountry=Portugal trandisp=noop service=SMB proto=6 app=SMB duration=0 sentbyte=0 rcvdbyte=0
192.168.3.1:<13>date=2016-02-21 time=20:05:23 devname=sjc-r1-fw01 devid=FGT90D3Z13006177 logid=0001000014 type=traffic subtype=local level=notice vd=root srcip=85.243.247.32 srcport=3235 srcintf=wan1 dstip=64.71.8.195 dstport=22 dstintf=root sessionid=15255110 status=deny policyid=0 dstcountry=Reserved srccountry=Portugal trandisp=noop service=SMB proto=6 app=SMB duration=0 sentbyte=0 rcvdbyte=0
192.168.3.1:<13>date=2016-02-21 time=20:05:23 devname=sjc-r1-fw01 devid=FGT90D3Z13006177 logid=0001000014 type=traffic subtype=local level=notice vd=root srcip=85.243.247.32 srcport=3235 srcintf=wan1 dstip=64.71.8.195 dstport=23 dstintf=root sessionid=15255110 status=deny policyid=0 dstcountry=Reserved srccountry=Portugal trandisp=noop service=SMB proto=6 app=SMB duration=0 sentbyte=0 rcvdbyte=0
192.168.3.1:<13>date=2016-02-21 time=20:05:23 devname=sjc-r1-fw01 devid=FGT90D3Z13006177 logid=0001000014 type=traffic subtype=local level=notice vd=root srcip=85.243.247.32 srcport=3235 srcintf=wan1 dstip=64.71.8.195 dstport=24 dstintf=root sessionid=15255110 status=deny policyid=0 dstcountry=Reserved srccountry=Portugal trandisp=noop service=SMB proto=6 app=SMB duration=0 sentbyte=0 rcvdbyte=0
192.168.3.1:<13>date=2016-02-21 time=20:05:23 devname=sjc-r1-fw01 devid=FGT90D3Z13006177 logid=0001000014 type=traffic subtype=local level=notice vd=root srcip=85.243.247.32 srcport=3235 srcintf=wan1 dstip=64.71.8.195 dstport=25 dstintf=root sessionid=15255110 status=deny policyid=0 dstcountry=Reserved srccountry=Portugal trandisp=noop service=SMB proto=6 app=SMB duration=0 sentbyte=0 rcvdbyte=0
192.168.3.1:<13>date=2016-02-21 time=20:05:23 devname=sjc-r1-fw01 devid=FGT90D3Z13006177 logid=0001000014 type=traffic subtype=local level=notice vd=root srcip=85.243.247.32 srcport=3235 srcintf=wan1 dstip=64.71.8.195 dstport=26 dstintf=root sessionid=15255110 status=deny policyid=0 dstcountry=Reserved srccountry=Portugal trandisp=noop service=SMB proto=6 app=SMB duration=0 sentbyte=0 rcvdbyte=0
192.168.3.1:<13>date=2016-02-21 time=20:05:23 devname=sjc-r1-fw01 devid=FGT90D3Z13006177 logid=0001000014 type=traffic subtype=local level=notice vd=root srcip=85.243.247.32 srcport=3235 srcintf=wan1 dstip=64.71.8.195 dstport=27 dstintf=root sessionid=15255110 status=deny policyid=0 dstcountry=Reserved srccountry=Portugal trandisp=noop service=SMB proto=6 app=SMB duration=0 sentbyte=0 rcvdbyte=0
192.168.3.1:<13>date=2016-02-21 time=20:05:23 devname=sjc-r1-fw01 devid=FGT90D3Z13006177 logid=0001000014 type=traffic subtype=local level=notice vd=root srcip=85.243.247.32 srcport=3235 srcintf=wan1 dstip=64.71.8.195 dstport=28 dstintf=root sessionid=15255110 status=deny policyid=0 dstcountry=Reserved srccountry=Portugal trandisp=noop service=SMB proto=6 app=SMB duration=0 sentbyte=0 rcvdbyte=0
192.168.3.1:<13>date=2016-02-21 time=20:05:23 devname=sjc-r1-fw01 devid=FGT90D3Z13006177 logid=0001000014 type=traffic subtype=local level=notice vd=root srcip=85.243.247.32 srcport=3235 srcintf=wan1 dstip=64.71.8.195 dstport=29 dstintf=root sessionid=15255110 status=deny policyid=0 dstcountry=Reserved srccountry=Portugal trandisp=noop service=SMB proto=6 app=SMB duration=0 sentbyte=0 rcvdbyte=0
192.168.3.1:<13>date=2016-02-21 time=20:05:23 devname=sjc-r1-fw01 devid=FGT90D3Z13006177 logid=0001000014 type=traffic subtype=local level=notice vd=root srcip=85.243.247.32 srcport=3235 srcintf=wan1 dstip=64.71.8.195 dstport=30 dstintf=root sessionid=15255110 status=deny policyid=0 dstcountry=Reserved srccountry=Portugal trandisp=noop service=SMB proto=6 app=SMB duration=0 sentbyte=0 rcvdbyte=0
192.168.3.1:<13>date=2016-02-21 time=20:05:23 devname=sjc-r1-fw01 devid=FGT90D3Z13006177 logid=0001000014 type=traffic subtype=local level=notice vd=root srcip=85.243.247.32 srcport=3235 srcintf=wan1 dstip=64.71.8.195 dstport=31 dstintf=root sessionid=15255110 status=deny policyid=0 dstcountry=Reserved srccountry=Portugal trandisp=noop service=SMB proto=6 app=SMB duration=0 sentbyte=0 rcvdbyte=0
